theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8
0.77325113148254,0.9123808888722453,0.7675722355674592,0.37102812493091125,0.02168740431850956,0.3103024966278703,0.39228128863013334,0.034953847955449854
0.3710281249309113,0.7675722355674592,0.9123808888722452,0.77325113148254,0.034953847955449854,0.39228128863013334,0.3103024966278703,0.02168740431850956
0.6089491116088608,0.7421153052163391,0.2817030576762158,0.4658391956104107,0.8653699241752878,0.2326746528067651,0.5530150122793612,0.491419863970591
0.46583919561041054,0.28170305767621556,0.7421153052163391,0.6089491116088609,0.4914198639705912,0.5530150122793612,0.23267465280676497,0.8653699241752879
0.13463007582471204,0.7673253471932352,0.44698498772063855,0.508580136029409,0.39105088839113905,0.25788469478366094,0.7182969423237844,0.5341608043895896
0.5085801360294088,0.4469849877206385,0.767325347193235,0.13463007582471215,0.5341608043895895,0.7182969423237844,0.25788469478366094,0.39105088839113916
0.1623870914706058,0.917016666907368,0.9017965045355383,0.19751108038380685,0.01321943087988158,0.30322620396252287,0.7151366318571138,0.25591652231339196
0.19751108038380674,0.9017965045355381,0.9170166669073682,0.1623870914706059,0.255916522313392,0.7151366318571136,0.30322620396252287,0.01321943087988144
0.9867805691201185,0.6967737960374768,0.2848633681428862,0.7440834776866081,0.8376129085293941,0.08298333309263196,0.09820349546446186,0.8024889196161932
0.744083477686608,0.28486336814288626,0.696773796037477,0.9867805691201184,0.8024889196161932,0.09820349546446186,0.08298333309263196,0.8376129085293942
0.9842240200614192,0.3396580780060434,0.4209267697730722,0.4876419158802085,0.7265463615774792,0.7207458970703104,0.49297395498790736,0.20084549077081412
0.48764191588020844,0.420926769773072,0.33965807800604336,0.9842240200614192,0.2008454907708143,0.49297395498790736,0.7207458970703104,0.7265463615774791
0.2734536384225208,0.2792541029296895,0.5070260450120925,0.7991545092291858,0.015775979938580847,0.6603419219939565,0.5790732302269279,0.5123580841197916
0.7991545092291858,0.5070260450120925,0.2792541029296897,0.273453638422521,0.5123580841197917,0.5790732302269279,0.6603419219939565,0.015775979938580847
0.7086772958586183,0.7426364238582608,0.9550638683002186,0.03913662367793105,0.9842143830525093,0.4314929247066788,0.7381949839465332,0.721566415342305
0.039136623677930915,0.9550638683002185,0.7426364238582608,0.7086772958586183,0.7215664153423047,0.7381949839465334,0.4314929247066788,0.9842143830525094
0.0157856169474906,0.5685070752933213,0.2618050160534668,0.2784335846576952,0.2913227041413819,0.25736357614173916,0.04493613169978146,0.960863376322069
0.27843358465769497,0.26180501605346673,0.5685070752933213,0.01578561694749088,0.960863376322069,0.04493613169978146,0.25736357614173916,0.2913227041413817
0.3068765871909829,0.19972257052838197,0.6392681837682378,0.9338252058406739,0.8134009470171717,0.45188613094683966,0.11347467680470574,0.9587394183615411
0.9338252058406739,0.6392681837682376,0.19972257052838208,0.3068765871909828,0.9587394183615411,0.11347467680470574,0.45188613094683966,0.8134009470171716
0.1865990529828284,0.5481138690531603,0.8865253231952943,0.04126058163845892,0.693123412809017,0.8002774294716178,0.36073181623176237,0.06617479415932617
0.04126058163845879,0.8865253231952942,0.5481138690531605,0.1865990529828285,0.06617479415932617,0.36073181623176237,0.800277429471618,0.6931234128090171
0.9858518302733337,0.6412350908684111,0.7892273246438029,0.06482135534953302,0.6973013336698601,0.5139997236125199,0.06312798024325622,0.06385247117087064
0.0648213553495329,0.7892273246438027,0.6412350908684111,0.9858518302733338,0.06385247117087064,0.06312798024325622,0.5139997236125201,0.6973013336698604
0.3026986663301395,0.4860002763874798,0.9368720197567438,0.9361475288291294,0.014148169726666422,0.358764909131589,0.21077267535619723,0.9351786446504671
0.9361475288291295,0.9368720197567437,0.48600027638747995,0.3026986663301397,0.935178644650467,0.21077267535619695,0.358764909131589,0.014148169726666422
0.17447918654814237,0.20381031021580037,0.9650357702892213,0.648836271713765,0.25472584961678263,0.5022402375479279,0.8219156852582508,0.7038219334044182
0.6488362717137651,0.9650357702892212,0.20381031021580046,0.17447918654814248,0.7038219334044183,0.8219156852582508,0.5022402375479279,0.25472584961678263
0.7452741503832175,0.497759762452072,0.1780843147417492,0.2961780665955818,0.8255208134518576,0.7961896897841995,0.034964229710778845,0.35116372828623477
0.2961780665955816,0.17808431474174924,0.4977597624520719,0.7452741503832174,0.35116372828623493,0.034964229710778845,0.7961896897841996,0.8255208134518576
0.12480954726530377,0.8525937169945625,0.3977429327312837,0.8482433369543472,0.5759210100771505,0.19858839084214477,0.36405072511613784,0.8786518201786361
0.8482433369543473,0.39774293273128347,0.8525937169945624,0.12480954726530388,0.8786518201786361,0.36405072511613784,0.19858839084214477,0.5759210100771506
0.4240789899228494,0.8014116091578553,0.6359492748838623,0.1213481798213638,0.8751904527346961,0.14740628300543748,0.6022570672687164,0.15175666304565286
0.12134817982136382,0.6359492748838621,0.8014116091578553,0.4240789899228495,0.15175666304565288,0.6022570672687164,0.14740628300543748,0.8751904527346962
0.26934645275301555,0.5775864685987049,0.017642756549671474,0.06959440213126294,0.8670929903790925,0.6539224844842781,0.5907846738832173,0.9297340803346529
0.06959440213126282,0.017642756549671477,0.5775864685987049,0.2693464527530158,0.9297340803346528,0.5907846738832173,0.6539224844842783,0.8670929903790924
0.13290700962090743,0.3460775155157218,0.4092153261167825,0.0702659196653472,0.7306535472469845,0.422413531401295,0.9823572434503285,0.9304055978687371
0.07026591966534707,0.40921532611678246,0.34607751551572175,0.1329070096209074,0.9304055978687371,0.9823572434503285,0.422413531401295,0.7306535472469844
0.42911843419745305,0.22970247295098328,0.20116544535190906,0.604964569969012,0.22665573428110822,0.3312565875425834,0.41958941493159396,0.28352507776689057
0.6049645699690122,0.2011654453519088,0.22970247295098326,0.42911843419745316,0.28352507776689073,0.41958941493159396,0.3312565875425834,0.22665573428110833
0.7733442657188917,0.6687434124574165,0.5804105850684059,0.7164749222331092,0.5708815658025468,0.7702975270490167,0.7988345546480912,0.3950354300309877
0.7164749222331093,0.5804105850684059,0.6687434124574164,0.7733442657188917,0.39503543003098784,0.7988345546480912,0.7702975270490167,0.5708815658025469
0.36140680045023976,0.25566254432796176,0.6852478937842049,0.32777747864820883,0.10280017736749418,0.7251939258481538,0.4631724238289501,0.14651515261775083
0.3277774786482089,0.6852478937842048,0.2556625443279618,0.36140680045024,0.14651515261775072,0.4631724238289501,0.7251939258481538,0.1028001773674942
0.897199822632506,0.27480607415184616,0.5368275761710498,0.8534848473822492,0.6385931995497601,0.7443374556720384,0.3147521062157952,0.6722225213517913
0.8534848473822491,0.5368275761710498,0.27480607415184644,0.8971998226325059,0.6722225213517914,0.3147521062157952,0.7443374556720381,0.63859319954976
0.31289336023779546,0.8789605809151123,0.3709976439946682,0.23061078377221275,0.615377577482879,0.3845933107434095,0.8516701348758627,0.14307635874450006
0.23061078377221267,0.3709976439946683,0.8789605809151124,0.3128933602377954,0.14307635874450023,0.851670134875863,0.3845933107434095,0.6153775774828792
0.3846224225171209,0.6154066892565905,0.14832986512413726,0.8569236412554999,0.6871066397622045,0.12103941908488763,0.6290023560053316,0.7693892162277873
0.8569236412554999,0.14832986512413715,0.6154066892565904,0.38462242251712087,0.7693892162277872,0.6290023560053316,0.12103941908488763,0.6871066397622047
0.8415961004030211,0.15481473158469522,0.36807762654346243,0.35066495758739247,0.054770432717075254,0.8275221444345155,0.35467171388735447,0.6057656953861755
0.66866261276462,0.0914037736359786,0.15387658055721584,0.19237449340988397,0.18326814323921975,0.2979308794336488,0.5747191298582576,0.9101736303621151
0.19237449340988386,0.1538765805572156,0.09140377363597872,0.6686626127646201,0.9101736303621151,0.5747191298582576,0.2979308794336488,0.18326814323921972
0.8167318567607804,0.7020691205663512,0.4252808701417429,0.08982636963788497,0.3313373872353798,0.9085962263640214,0.8461234194427844,0.8076255065901161
0.08982636963788485,0.42528087014174254,0.7020691205663511,0.8167318567607803,0.807625506590116,0.8461234194427844,0.9085962263640214,0.3313373872353799
0.6677592259639399,0.24061467600478034,0.33840736121886184,0.6184060490029701,0.47518454593196424,0.7678122186113618,0.8986188433377312,0.48938319688231513
0.6184060490029701,0.3384073612188619,0.24061467600478043,0.66775922596394,0.489383196882315,0.8986188433377312,0.7678122186113618,0.4751845459319641
0.5248154540680358,0.23218778138863805,0.10138115666226884,0.5106168031176849,0.33224077403606017,0.7593853239952195,0.661592638781138,0.38159395099702986
0.510616803117685,0.10138115666226871,0.2321877813886383,0.5248154540680356,0.3815939509970297,0.661592638781138,0.7593853239952196,0.3322407740360603
0.7890927084580289,0.7190014502897201,0.8046674538383657,0.23334984273955223,0.08116821442562898,0.5290677390260667,0.00754583348353575,0.6414339058707152
0.23334984273955198,0.8046674538383657,0.7190014502897202,0.7890927084580289,0.6414339058707149,0.00754583348353575,0.5290677390260667,0.08116821442562913
0.9188317855743711,0.47093226097393315,0.992454166516464,0.358566094129285,0.21090729154197116,0.28099854971027993,0.19533254616163426,0.7666501572604479
0.35856609412928475,0.9924541665164642,0.47093226097393337,0.9188317855743712,0.7666501572604479,0.19533254616163426,0.28099854971027993,0.21090729154197113
0.5716564873141777,0.45933148282774694,0.4507126033690122,0.955202695716708,0.4515718248260307,0.5380372328933503,0.7160464584371623,0.9118998823850465
0.9552026957167081,0.45071260336901214,0.4593314828277473,0.5716564873141778,0.9118998823850465,0.7160464584371623,0.5380372328933503,0.45157182482603053
0.5484281751739692,0.46196276710664963,0.2839535415628376,0.08810011761495358,0.4283435126858223,0.5406685171722531,0.5492873966309876,0.04479730428329197
0.08810011761495344,0.28395354156283764,0.46196276710664985,0.5484281751739692,0.04479730428329196,0.5492873966309876,0.5406685171722531,0.42834351268582216
0.49680551162223063,0.2120995805990846,0.5175528983599894,0.9593787375160878,0.6448240749991649,0.9731833145328836,0.44640563015335655,0.8929934364777651
0.959378737516088,0.5175528983599895,0.21209958059908468,0.4968055116222306,0.8929934364777651,0.44640563015335655,0.9731833145328836,0.6448240749991648
0.3551759250008353,0.026816685467116304,0.5535943698466436,0.10700656352223493,0.5031944883777694,0.7879004194009153,0.4824471016400105,0.04062126248391192
0.10700656352223482,0.5535943698466435,0.026816685467116585,0.3551759250008352,0.04062126248391206,0.4824471016400105,0.7879004194009154,0.5031944883777695
0.9511957825605744,0.9685853256663572,0.26773676370739485,0.1370392029494699,0.2724460334714804,0.2312275340147179,0.5909140700879726,0.6373153504252771
0.13703920294946978,0.26773676370739474,0.9685853256663572,0.9511957825605745,0.637315350425277,0.5909140700879726,0.2312275340147179,0.27244603347148055
0.7275539665285194,0.768772465985282,0.4090859299120273,0.3626846495747229,0.048804217439425535,0.03141467433364272,0.7322632362926051,0.8629607970505302
0.362684649574723,0.40908592991202736,0.768772465985282,0.7275539665285194,0.8629607970505301,0.7322632362926051,0.03141467433364272,0.048804217439425535
0.30072479753666875,0.056985566420497395,0.6193705997731327,0.27898294087093334,0.40505506011436404,0.5177344425140292,0.7737049436907442,0.6355992042984887
0.2789829408709331,0.6193705997731327,0.05698556642049753,0.300724797536669,0.6355992042984888,0.7737049436907443,0.5177344425140292,0.4050550601143639
0.5949449398856361,0.4822655574859707,0.22629505630925587,0.36440079570151135,0.6992752024633315,0.9430144335795025,0.38062940022686725,0.7210170591290667
0.3644007957015111,0.22629505630925578,0.4822655574859706,0.5949449398856361,0.7210170591290668,0.38062940022686725,0.9430144335795025,0.6992752024633312
0.3023056885973937,0.9594642166231088,0.11871991583248927,0.96029233327416,0.7365124783133397,0.7634790796873026,0.21044166243741627,0.47058688314933605
0.9602923332741599,0.11871991583248916,0.9594642166231087,0.30230568859739393,0.47058688314933594,0.21044166243741627,0.7634790796873026,0.7365124783133399
0.2634875216866601,0.23652092031269734,0.7895583375625838,0.529413116850664,0.6976943114026062,0.040535783376891246,0.8812800841675108,0.03970766672584035
0.529413116850664,0.7895583375625838,0.2365209203126973,0.26348752168666023,0.0397076667258402,0.8812800841675108,0.040535783376891246,0.6976943114026061
0.5782440721756437,0.48018284801262506,0.23313758622016925,0.7466783921028258,0.020884962651567418,0.4872610136151588,0.8910551261973709,0.6623166072932088
0.7466783921028259,0.23313758622016928,0.48018284801262534,0.5782440721756436,0.662316607293209,0.8910551261973709,0.4872610136151588,0.020884962651567418
0.9791150373484326,0.5127389863848413,0.10894487380262927,0.33768339270679126,0.42175592782435634,0.5198171519873748,0.7668624137798307,0.2533216078971742
0.33768339270679104,0.108944873802629,0.5127389863848414,0.9791150373484326,0.2533216078971742,0.7668624137798307,0.5198171519873748,0.4217559278243565
0.3506649575873925,0.3680776265434625,0.15481473158469522,0.8415961004030211,0.6057656953861754,0.35467171388735447,0.8275221444345155,0.054770432717075115
0.9452295672829248,0.17247785556548442,0.6453282861126457,0.39423430461382447,0.15840389959697893,0.8451852684153047,0.6319223734565375,0.6493350424126076
0.3942343046138246,0.6453282861126455,0.17247785556548467,0.9452295672829246,0.6493350424126078,0.6319223734565375,0.8451852684153047,0.1584038995969789
0.6341391859233793,0.6985762851680912,0.0889122884707086,0.12620387210179235,0.6152826273296251,0.6995599376210456,0.7732853741239565,0.5195334370649736
0.12620387210179224,0.08891228847070848,0.6985762851680914,0.6341391859233793,0.5195334370649737,0.7732853741239565,0.6995599376210456,0.6152826273296254
0.38471737267037454,0.3004400623789543,0.2267146258760434,0.48046656293502654,0.3658608140766207,0.3014237148319087,0.9110877115292915,0.8737961278982077
0.4804665629350263,0.22671462587604344,0.30044006237895454,0.38471737267037476,0.8737961278982077,0.9110877115292915,0.3014237148319087,0.3658608140766208
0.6599982408388688,0.5979875180465214,0.36030943339633364,0.528446782470946,0.13014983882256628,0.3098801981965035,0.1043146909319579,0.5798830491328639
0.5284467824709459,0.3603094333963337,0.5979875180465214,0.659998240838869,0.5798830491328638,0.1043146909319579,0.3098801981965035,0.13014983882256612
0.869850161177434,0.6901198018034962,0.8956853090680419,0.42011695086713613,0.3400017591611309,0.40201248195347844,0.6396905666036662,0.47155321752905405
0.4201169508671362,0.8956853090680421,0.6901198018034964,0.8698501611774339,0.47155321752905394,0.6396905666036662,0.40201248195347844,0.340001759161131
0.48512673085988706,0.3601058782554332,0.5694649765446943,0.12923251884193507,0.5211613589031127,0.9431731253847613,0.2552916511554602,0.3098972916840427
0.12923251884193496,0.5694649765446942,0.3601058782554331,0.48512673085988695,0.30989729168404284,0.2552916511554602,0.9431731253847613,0.5211613589031129
0.4788386410968872,0.05682687461523861,0.7447083488445398,0.6901027083159573,0.514873269140113,0.6398941217445667,0.43053502345530564,0.870767481158065
0.6901027083159573,0.7447083488445397,0.056826874615238596,0.47883864109688723,0.8707674811580649,0.43053502345530564,0.6398941217445667,0.5148732691401129
0.18887528513306762,0.5633915240257127,0.6179269303999246,0.9095168902500504,0.4601814580075457,0.5982443559732088,0.7585362444233261,0.30414958973485723
0.9095168902500503,0.6179269303999247,0.5633915240257127,0.18887528513306773,0.3041495897348574,0.7585362444233263,0.5982443559732088,0.4601814580075458
0.5398185419924542,0.401755644026791,0.2414637555766739,0.6958504102651425,0.8111247148669323,0.43660847597428715,0.38207306960007525,0.09048310974994958
0.6958504102651426,0.2414637555766738,0.40175564402679104,0.5398185419924543,0.09048310974994957,0.38207306960007525,0.43660847597428715,0.8111247148669323
0.15010638156457906,0.2198051379695036,0.7827361139949829,0.5589734685990804,0.9556831693005599,0.8868463436939692,0.021314887899514214,0.6926530778780323
0.5589734685990801,0.7827361139949827,0.2198051379695037,0.15010638156457917,0.6926530778780322,0.021314887899514214,0.8868463436939693,0.9556831693005599
0.04431683069944003,0.11315365630603058,0.9786851121004857,0.3073469221219677,0.8498936184354209,0.7801948620304962,0.21726388600501728,0.44102653140091996
0.30734692212196774,0.9786851121004857,0.11315365630603057,0.04431683069944016,0.44102653140091985,0.21726388600501728,0.7801948620304964,0.8498936184354209
0.6144934276791745,0.1350593493238393,0.8414124650983624,0.326020188782435,0.7613044080683103,0.27382987441019324,0.3511578294553622,0.20094390550236838
0.32602018878243477,0.8414124650983624,0.13505934932383928,0.6144934276791746,0.20094390550236854,0.3511578294553622,0.27382987441019324,0.7613044080683102
0.23869559193168974,0.7261701255898064,0.6488421705446377,0.7990560944976316,0.38550657232082536,0.8649406506761607,0.1585875349016376,0.6739798112175652
0.7990560944976315,0.6488421705446377,0.7261701255898066,0.23869559193168985,0.6739798112175652,0.1585875349016376,0.8649406506761607,0.38550657232082547
0.7941786361291076,0.07842855375661634,0.07779098629708235,0.9169988083207176,0.09125293859902156,0.7950135138298582,0.29573904755406005,0.4783720597919461
0.9169988083207176,0.07779098629708237,0.07842855375661648,0.7941786361291076,0.47837205979194597,0.29573904755406005,0.7950135138298582,0.0912529385990217
0.9087470614009784,0.20498648617014179,0.7042609524459398,0.5216279402080539,0.20582136387089262,0.9215714462433836,0.9222090137029175,0.08300119167928245
0.5216279402080539,0.7042609524459399,0.20498648617014173,0.9087470614009783,0.08300119167928245,0.9222090137029175,0.9215714462433836,0.20582136387089245
0.5490085964688036,0.605302975767307,0.7302616273381992,0.4566140159792276,0.7349915937487768,0.12976259839491558,0.6144237211421504,0.7520597895899039
0.4566140159792277,0.7302616273381991,0.605302975767307,0.5490085964688036,0.752059789589904,0.6144237211421504,0.12976259839491558,0.7349915937487768
0.2650084062512232,0.8702374016050844,0.3855762788578495,0.2479402104100962,0.45099140353119627,0.39469702423269315,0.26973837266180073,0.5433859840207722
0.24794021041009598,0.38557627885784945,0.8702374016050842,0.26500840625122346,0.5433859840207723,0.2697383726618006,0.39469702423269315,0.4509914035311964
0.39608135458630656,0.7568324577214127,0.1343098350049878,0.18799804765833508,0.17467123421929698,0.3882170367107557,0.01564137902652494,0.6022975312871041
0.40989502331138683,0.9923556976832375,0.710795105717331,0.21765828655856373,0.5433991919776054,0.9948328889328407,0.17814550870760074,0.24370919775095012
0.21765828655856378,0.7107951057173311,0.9923556976832375,0.4098950233113868,0.24370919775095015,0.1781455087076009,0.9948328889328407,0.5433991919776053
0.45660080802239467,0.005167111067159199,0.8218544912923992,0.7562908022490499,0.5901049766886131,0.007644302316762441,0.28920489428266893,0.7823417134414362
0.7562908022490499,0.8218544912923992,0.0051671110671594805,0.4566008080223947,0.7823417134414361,0.28920489428266893,0.007644302316762441,0.5901049766886133
0.045687072279026915,0.5294277753534645,0.35361751944306735,0.4876606118597539,0.32031574866408136,0.6289577503981579,0.8409881876959461,0.7013956632562549
0.48766061185975385,0.35361751944306713,0.5294277753534647,0.0456870722790269,0.701395663256255,0.8409881876959461,0.6289577503981579,0.32031574866408147
0.6796842513359187,0.3710422496018419,0.15901181230405384,0.29860433674374515,0.9543129277209731,0.4705722246465354,0.6463824805569328,0.5123393881402462
0.2986043367437449,0.15901181230405387,0.37104224960184196,0.6796842513359188,0.5123393881402463,0.6463824805569328,0.4705722246465354,0.9543129277209731
0.1212275030350181,0.679888604737355,0.239536888808033,0.7032243400952243,0.7337449014860873,0.15345039635393448,0.37602333621506745,0.97758892412357
0.7032243400952243,0.23953688880803276,0.6798886047373552,0.12122750303501822,0.97758892412357,0.37602333621506745,0.15345039635393448,0.7337449014860872
0.26625509851391277,0.8465496036460655,0.6239766637849327,0.02241107587643017,0.8787724969649818,0.3201113952626449,0.7604631111919672,0.2967756599047757
0.022411075876429893,0.6239766637849326,0.8465496036460655,0.2662550985139129,0.2967756599047756,0.7604631111919671,0.3201113952626449,0.8787724969649818
0.79784040707595,0.6620570840766976,0.5383485495382601,0.4129532680266821,0.46708018207104385,0.7255429796431451,0.7103091514002008,0.09053869535025172
0.41295326802668186,0.5383485495382601,0.6620570840766976,0.79784040707595,0.09053869535025172,0.7103091514002009,0.7255429796431452,0.46708018207104396
0.532919817928956,0.27445702035685493,0.28969084859979927,0.9094613046497483,0.20215959292405014,0.3379429159233022,0.4616514504617398,0.587046731973318
0.9094613046497483,0.28969084859979904,0.2744570203568549,0.532919817928956,0.5870467319733181,0.4616514504617398,0.3379429159233022,0.20215959292404997
0.20986143854502776,0.3862918352869117,0.8769801464204344,0.6999584119536107,0.5384340896827281,0.25191370993941353,0.9433202920542227,0.6813567878343754
0.6999584119536107,0.8769801464204344,0.3862918352869117,0.209861438545028,0.6813567878343753,0.9433202920542227,0.2519137099394134,0.5384340896827283
0.46156591031727173,0.7480862900605867,0.05667970794577736,0.3186432121656246,0.7901385614549723,0.6137081647130882,0.12301985357956566,0.30004158804638925
0.31864321216562463,0.05667970794577723,0.7480862900605866,0.4615659103172718,0.3000415880463894,0.12301985357956552,0.6137081647130882,0.7901385614549722
0.750918261216589,0.8937997816939518,0.6896575203063319,0.9419850220693143,0.627733103165279,0.7735956343134135,0.49303174310490083,0.4606680598984121
0.9419850220693146,0.6896575203063318,0.8937997816939518,0.7509182612165889,0.46066805989841225,0.49303174310490083,0.7735956343134136,0.6277331031652789
0.37226689683472125,0.22640436568658634,0.5069682568950991,0.5393319401015879,0.24908173878341133,0.10620021830604812,0.31034247969366824,0.058014977930685385
0.5393319401015877,0.5069682568950991,0.2264043656865866,0.3722668968347212,0.058014977930685524,0.31034247969366824,0.10620021830604812,0.24908173878341117
